current_time, target_id, lon, lat, x, y, sog, cur_node_id, birth_time, initial_next_node_id, next_way_point_node, status 
1418742000.000000,19,-79.536472,43.592683,618140.725896,4827673.614621,1.077420,254794448,1418741997.590656,247132139,1
1418742000.000000,20,-79.529741,43.592428,618684.575258,4827654.921897,1.716927,254794730,1418741994.002337,254794729,1
1418742000.000000,21,-79.529731,43.592930,618684.420979,4827710.716869,2.119940,254794734,1418741997.431666,254794735,1
1418742000.000000,22,-79.528894,43.592606,618752.602229,4827675.888303,1.534526,254794784,1418741991.263109,2472519550,1
1418742000.000000,23,-79.525772,43.595150,618999.588790,4827962.875181,2.251149,266717410,1418741996.803942,266717409,1
1418742000.000000,24,-79.525791,43.595215,618997.898633,4827970.063192,1.254597,266717410,1418741999.594138,266717422,1
1418742000.000000,25,-79.525066,43.592419,619061.998836,4827660.590096,1.257161,266717438,1418741991.507836,2160464022,1
1418742000.000000,26,-79.523589,43.592870,619180.314819,4827712.798718,1.658942,266717499,1418741990.154792,266717439,1
1418742000.000000,27,-79.524000,43.594295,619144.354196,4827870.530623,0.782195,266717491,1418741993.302929,266717492,1
1418742000.000000,28,-79.523489,43.593126,619187.912856,4827741.456123,1.433822,266717498,1418741997.756743,266717497,1
1418742000.000000,29,-79.523492,43.592636,619188.604392,4827686.989830,1.530503,266717500,1418741999.640336,266717439,1
1418742000.000000,30,-79.522823,43.594810,619238.275177,4827929.397261,1.260298,266717550,1418741997.342223,266717569,1
1418742000.000000,32,-79.526408,43.601165,618936.375726,4828630.050607,0.234602,298555729,1418741995.814277,4748923410,1
1418742000.000000,33,-79.530428,43.594046,618625.902200,4827833.610918,0.317202,373218239,1418741995.727266,373218246,1
1418742000.000000,34,-79.527157,43.592858,618892.278942,4827706.361289,2.490309,373218278,1418741993.869377,254794901,1
1418742000.000000,35,-79.530397,43.596820,618622.964726,4828141.793168,2.326404,662088897,1418741990.110426,298554873,1
1418742000.000000,36,-79.528477,43.596106,618779.331294,4828065.258122,1.816836,662088908,1418741998.023408,2247275602,1
1418742000.000000,37,-79.530131,43.599133,618639.877594,4828399.102396,0.894168,686895647,1418741993.253668,1169414857,1
1418742000.000000,38,-79.526009,43.596365,618978.050751,4828097.492682,0.824941,734819047,1418741994.465344,734819445,1
1418742000.000000,39,-79.526036,43.596543,618975.512887,4828117.227215,1.027880,734819166,1418741999.587270,734819078,1
1418742000.000000,40,-79.524198,43.596783,619123.432957,4828146.492859,2.667576,734819375,1418741994.278101,734819495,1
1418742000.000000,41,-79.523942,43.596957,619143.786633,4828166.191607,0.632369,734819402,1418741995.080555,1551477987,1
1418742000.000000,42,-79.523452,43.593041,619191.011890,4827731.988649,2.564367,859636794,1418741990.004581,859637144,1
1418742000.000000,44,-79.522691,43.590957,619256.596873,4827501.689863,0.879404,859636872,1418741993.706277,859637642,1
1418742000.000000,45,-79.523457,43.592495,619191.679286,4827671.384649,0.927894,859637101,1418741991.800580,859637213,1
1418742000.000000,46,-79.523534,43.593440,619183.611047,4827776.177482,1.148560,859637208,1418741996.939162,859637427,1
1418742000.000000,47,-79.520252,43.592761,619449.926258,4827705.524304,1.681350,859637268,1418741993.468892,859637278,1
1418742000.000000,48,-79.520131,43.592787,619459.612357,4827708.583480,0.441989,859637268,1418741998.137132,859637278,1
1418742000.000000,49,-79.523690,43.593177,619171.526787,4827746.760089,0.959406,859637315,1418741992.380064,859637216,1
1418742000.000000,50,-79.526984,43.593579,618904.873351,4827786.752167,1.505138,859637317,1418741999.254876,859636899,1
